lause;form
Riigisekretär käis pärastlõunal koos saatjatega Ridala vallas Põgari külas Mäevalla palvelas , kus Otto Tiefi valitsus pidas 1944. aasta sügisel oma viimase istungi .;palvelas
Taani põllumajandusminister tutvus Läänemaal käimasolevate Eesti-Taani ühisprojektidega , käis ökotalu põldudel Asukülas , Filee lihatööstuses ja maavalitsuses .;Asukülas
mu mõttemaailm on paarist õllest piiratud ja ma sain kuidagimoodi aru et jutt käib suusahüppajatest .;suusahüppajatest
Ja sellest on veel vähem aega tagasi , kui kolm taanlast käisid keskkonnakomisjonis ja tundsid huvi , millega nad saaksid meile kasulikud olla , millega nad saaksid meid aidata .;keskkonnakomisjonis
Kuna rahatasku on suur ( käisin siberis tööl ) , siis ostaks endale mõne suure kaliibrilise relva ja läheks viru keskusesse .;siberis
Ja veel käisin klassiga Soome-Rootsi tripil .;tripil
Kivist ehitatud märgist on eriti lihtne hakkama saada , Saksa neonatsidest küll mitte ehkki aktiivne töö käib .;neonatsidest
Käisin ksa-s .;ksa-s
Käisin eile Mulgi rattamaratonil ja olen rahul  Sport massidesse .;rattamaratonil
ma tantsin ikka viru tänava lõpus oma sõbrannaga nende kahe flöödipoisi järgi ja ropendan keset otepääd ja käin tartu mcdonaldsi taga kenderi ebanormaalne peapeal ja karjun halleluuja ja olen nagu tahan;peapeal
“ Mustjalas käib perekonnavalss , ” ütleb volikogu liige , Merit Meri abikaasa  Hugo  .;Mustjalas
Kui kaugküttesüsteemist lahkus mõni maja , siis jääjate jaoks tõusis hind : mida vähem tarbijaid , seda tugevam hinnatõususurve .;kaugküttesüsteemist
Nüüd aga astub Eesti riik välissuhetesse ja siis on kaks võimalust : kas me oleme iseseisev riik ja kaitseme oma iseseisvust , kaitseme oma kodanikke , kaitseme oma ettevõtteid , või me ei ole iseseisev riik , me ei kaitse oma kodanikke , ei kaitse oma ettevõtteid , ei taga neile välissubjektidega võrdseid õigusi .;välissuhetesse
Neetud , aga palju neist karjujatest ise valimas käis ?;karjujatest
Kui me oma konkurentsipoliitikas selles suunas liigume ja oleme suutnud tõestada , et oleme lähemal ajal võimelised seda rakendama ja olema osaline Euroopa Liidu konkurentsipoliitikas , siis ma arvan , et see on olnud pigem positiivne lähenemine .;konkurentsipoliitikas
Miks , sest kogu elu käib seal Ida-Virus Suure teemagistaraali ja raudtee vahel ning busse käis juba enne lademes .;lademes
Käisin praegu õiguskomisjonis õndsas lihtsameelses lootuses tutvuda eilse komisjoni koosoleku protokolliga .;õiguskomisjonis
Minuteada istuvad nad kõik põiki vahel aga sierral pikimootor .;sierral
Käisin täna just Melasis ja seal seffid arvasid , et kogu pull maha võtta ja siis lauapeal arutada ja vaadata mis loksub , kulund , puruks ja siis edasi tegutseda .;Melasis
Ja mis õli käib 4x4 tagadiffrisse ( LSD ) ?;tagadiffrisse
hmh praegu pole eriti aega .. kk ajal ikka kuulasin yht-teist , kuid pink floydist astusin koguaeg mööda .. no ehk kunagi istub plaadiriiulil , ja ikka enne , kui pop-kräpp-narko-disko;plaadiriiulil
vennaga käisime linnapial mighty maz'iga cruisimas , see mõnus hausilugu taustal mängimas , eeeeriti mõnus muretu tunne meenub .;cruisimas
tegelt ma vaatasin seda lehte korra mingi kole naise pilt tuli ette  ja nii back nuppul klõps käis ja zones tagasi ma olin .;nuppul
Praegu on stuudio Tallinnas ja kogu mäng käib ümber selle Paabeli hoora .;hoora
Jah , aeg-ajalt , ja käin ka Kurgjal .;Kurgjal
badog: käisin sööömas ale ...... as;as
Commoon: ta käib pyg;pyg
badog: käisin jooxmas;jooxmas
La_Femme_Nikita: käi oma honoluluga kukkeseenele;kukkeseenele
kaks_litsi: käi ptslhm;ptslhm
m4n: mmis pidu käib kah;mmis
kriska: teate poisid jalkpal käib;jalkpal
truestud: istud oma arvuti taga ja käid pedelehtedel;pedelehtedel
deftogir: eelmistel võistlusttel käisin känza ja mul põlved marraskil ja ullemad sinikad olid ... puusa pial eriti ull , nii et 3 päeva pidin yhe külj epial magama;võistlusttel
goldenhair: Silent_Trigger jah ma käisin viiesel ..;viiesel
musirull: mis lugu käib ztv;ztv
ints: käige perse 7ees käite;7ees
okkas: irw knght astu mõni päev angaaris läbi saab tehtud;knght
okkas: selle pärast okkas aint tln vahet käibki;okkas
millu: ma pole piibes käinud;piibes
kriks_kokkab: istub oma hüppetorniocas ja püüab akala r smtin aga siialinna ta oma lestasid ei tõsta;hüppetorniocas
Lauri_s: ttg-s käin;ttg-s
rapdog: närviele käib ju;närviele
Maksuamet: ma käisin aegviidus 1kord;aegviidus
kussa: sa käisid ikka ssees ?;ssees
Kellyke: äksion käis terariumis;terariumis
Shad-the-Krabamatu: hvakk juu ma käisin eile bättelil ja rääpisin vastased sodiks ja mul on nüüd respekt vohh !;bättelil
plix15: mix keegi ei reegi vaid istuvad sjal fucking teleka taga;sjal
caupz: ciel käisid eile rannakas ka vä ?;rannakas
liisal_juheniikooskuiollav6ib: sa wast tglt nii wai naa ei usu et makoihal käin;makoihal
+spook: spacefly , aa coyote jookseb disketilt :);disketilt
marco: käisin OnaFestil;OnaFestil
raven_idleb: mamõtlesin algul , et jutt käib laste süntesaatorist ...;süntesaatorist
windo: Kaija sa oled ilus nagu hormooniravil käinud supermodelli inetu kaksikõe järgi voolitud kujuga väga sarnase inimese vastand !;hormooniravil
avx: oi aitäh kas kõik käis kõigi kohta vee nnnn;nnnn
jull: mis rahvas seal amigos käib nyyd maimu;amigos
uudu: käib järgmine kord Vetsitallist läbi saab sealt lambid kaasa ja läheb seenele;Vetsitallist
narrow: pommiauk käib kooku freek;kooku
mailis: mingit raffast on kes käisid see nädala vahetus kalevispordihallis;kalevispordihallis
annika: slow sa käid päinakas we;päinakas
WickedSick: ma käis täna auras;auras
BUSTA: keegi RAHZEL il ka käis ?;il
kyllikas: ma käin lasteaijas;lasteaijas
