COLLECTION	SPANSTART	TYPE	TEXT
92329	2166	Odeprel	punct root nummod punct punct advmod mark nsubj obj advcl punct parataxis punct mark obl ccomp xcomp punct punct advmod ccomp amod nsubj punct
92329	2166	Sdeprel	_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ advmod root amod nsubj punct
			
400940	1036	O	Üsna sagedased on kahe kiriku ühised jumalateenistused ( loomulikult ühise armulauaosaduseta ) ja muud kiriklikud talitused , nagu oikumeenilised laulatused jne.
400940	1036	S	Üsna sagedased on kahe kiriku ühised jumalateenistused ja muud kiriklikud talitused , nagu oikumeenilised laulatused jne .
400940	1036	Odeprel	advmod root cop nummod nmod amod nsubj:cop punct advmod amod parataxis punct cc det amod conj punct advmod amod conj nmod punct
400940	1036	Sdeprel	advmod root cop nummod nmod amod nsubj:cop _ _ _ _ _ cc det amod conj punct mark amod advcl nmod punct
			
547393	1901	O	24 ( rekordnormiks kehtestas EKJL 45 . 00 ) .
547393	1901	S	24 .
547393	1901	Odeprel	root punct xcomp parataxis nsubj amod obj punct punct
547393	1901	Sdeprel	root _ _ _ _ _ _ _
			
542130	347	O	Okruašvili võib eeluurimise ajaks vangistusest vabaneda 10 miljoni lari ( 67,7 miljoni Eesti krooni ) suuruse kautsjoni vastu .
542130	347	S	Okruašvili võib eeluurimise ajaks vangistusest vabaneda 10 miljoni lari suuruse kautsjoni vastu .
542130	347	Odeprel	nsubj aux nmod obl obl root compound nummod nmod punct compound nummod nmod parataxis punct nmod obl case punct
542130	347	Sdeprel	nsubj aux nmod obl obl root compound nummod obl _ _ _ _ _ _ amod obl case punct
			
668417	466	O	"Võitja lõpetamise momendil oli Monaco "" Merit Cup "" ( Grant Dalton ) finišist 160 miili ja Norra "" Innovation Kvaerner "" 168 miili kaugusel ."
668417	466	S	"Võitja lõpetamise momendil oli Monaco "" Merit Cup "" finišist 160 miili ja Norra "" Innovation Kvaerner "" 168 miili kaugusel ."
668417	466	Odeprel	nmod nmod root cop nmod punct appos flat punct punct appos flat punct obl nummod nsubj:cop cc nmod punct appos flat punct nummod nmod conj punct
668417	466	Sdeprel	nmod nmod root cop nmod punct nmod flat punct _ _ _ _ obl nummod nsubj:cop cc nmod punct nmod flat punct nummod nmod conj punct
			
403121	315469	O	Nimetatud seisukohaga on võimalik nõustuda märkusega , et tegutseja deliktilisest käitumisest tulenevad tagajärjed tekitavad asutamisel olevale juriidilisele isikule kohustusI üksnes juhul , kui vastav deliktiline käitumine oli seotud tegevusega , milleks tegutseja omas esindusõigusõigust ( eelkõige tegevus , mis ei olnud vastuolus asutamisel oleva juriidilise isiku eesmärgiga ) .
403121	315469	S	Nimetatud seisukohaga on võimalik nõustuda märkusega , et tegutseja deliktilisest käitumisest tulenevad tagajärjed tekitavad asutamisel olevale juriidilisele isikule kohustusI üksnes juhul , kui vastav deliktiline käitumine oli seotud tegevusega , milleks tegutseja omas esindusõigusõigust .
403121	315469	Odeprel	advcl obl cop root csubj:cop obl punct mark nmod amod obl acl nsubj acl obl acl amod obl obj advmod obl punct mark acl amod obj aux acl obl punct obl nsubj acl:relcl obj punct advmod parataxis punct nsubj:cop aux cop acl:relcl obl acl amod nmod obl punct punct
403121	315469	Sdeprel	advcl obl cop root csubj:cop obl punct mark nmod amod obl acl nsubj acl obl acl amod obl obj advmod obl punct mark acl amod obj aux acl obl punct xcomp nsubj acl:relcl obj _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
634818	13625	O	Eraladustuslepingut võib sõlmida üksnes juhul , kui määruse ( EMÜ ) nr 804/68 artikli 6 lõikes 2 osutatud või ja koor on valmistatud artikli 3 lõike 1 alusel tunnustatud ettevõttes lepingulise ladustuse alguspäevale eelneva 28 päeva jooksul .
634818	13625	S	Eraladustuslepingut võib sõlmida üksnes juhul , kui määruse nr 804 / 68 artikli 6 lõikes 2 osutatud või ja koor on valmistatud artikli 3 lõike 1 alusel tunnustatud ettevõttes lepingulise ladustuse alguspäevale eelneva 28 päeva jooksul .
634818	13625	Odeprel	obj aux root advmod obl punct mark nmod punct appos punct nmod nummod punct flat obj nummod obl nummod acl cc cc obj aux conj nmod nummod nmod nummod obl acl obl amod nmod obl acl nummod obl case punct
634818	13625	Sdeprel	obj aux root advmod obl punct mark obj _ _ _ nmod nummod punct flat obj nummod obl nummod advcl cc cc obj aux conj nmod nummod nmod nummod obl conj obl amod nmod obl acl nummod obl case punct
			
640829	53372	O	( 5 ) Patendikirjelduse vorminõuded ja vormistamise korra kehtestab Vabariigi Valitsus või tema poolt volitatud minister .
640829	53372	S	Patendikirjelduse vorminõuded ja vormistamise korra kehtestab Vabariigi Valitsus või tema poolt volitatud minister .
640829	53372	Odeprel	punct parataxis punct nmod nsubj cc nmod conj root nmod nsubj cc obl case conj obj punct
640829	53372	Sdeprel	_ _ _ nmod nsubj cc nmod conj root nmod nsubj cc obl case acl conj punct
			
593429	121	O	Eriti tublilt esines Tallinna Kalevi esindaja Eela Kokk , kes naiste 200 m vabaujumises klassis S11 ( õpiraskustega inimesed ) püstitas tulemusega 2 .
593429	121	S	Eriti tublilt esines Tallinna Kalevi esindaja Eela Kokk , kes naiste 200 m vabaujumises klassis S11 püstitas tulemusega 2 .
593429	121	Odeprel	advmod advmod root nmod nmod nsubj appos flat punct nsubj nmod nummod nmod obl obl obj punct nmod parataxis punct acl:relcl obl obj
593429	121	Sdeprel	advmod advmod root nmod nmod nsubj appos flat punct nsubj nmod nummod nmod obl obl appos _ _ _ _ acl:relcl obl obj
			
267251	3015	O	1 - Ragnar Klavan , Mati Pari ( FC Elva ) , Jarmo Ahjupera , Martin Hurt , Martin Vunk ( Tervis ) , Aleksei Tsheremkov , Tõnis Kalde , Urmas Kaal , Ruslan Vakulitsh ( HÜJK ) , Mati Savisikk , Priit Murumets , Rein Pütsepp , Dzamil Nigametzjanov ( Merkuur ) , Ranet Lepik , Indrek Joost , Tihhon Shishov , Eduard Ratnikov , Karl Palatu ( FC Levadia P. ) , Aleksandr Embrich ( SC Real ) , Ott Meerits , Janno Jürisson , Kim Solberg , Aleksander Saharov , Antti Arst , Rene Teino ( FC Valga ) , Andrei Sidorenko ( Kalev ) .
267251	3015	S	1 - Ragnar Klavan , Mati Pari , Jarmo Ahjupera , Martin Hurt , Martin Vunk , Aleksei Tsheremkov , Tõnis Kalde , Urmas Kaal , Ruslan Vakulitsh , Mati Savisikk , Priit Murumets , Rein Pütsepp , Dzamil Nigametzjanov , Ranet Lepik , Indrek Joost , Tihhon Shishov , Eduard Ratnikov , Karl Palatu , Aleksandr Embrich , Ott Meerits , Janno Jürisson , Kim Solberg , Aleksander Saharov , Antti Arst , Rene Teino , Andrei Sidorenko .
267251	3015	Odeprel	root punct parataxis flat punct conj flat punct parataxis flat punct punct conj flat punct conj flat punct conj flat punct parataxis punct punct conj flat punct conj flat punct conj flat punct conj flat punct parataxis punct punct conj flat punct conj flat punct conj flat punct conj flat punct parataxis punct punct conj flat punct conj flat punct conj flat punct conj flat punct conj flat punct parataxis flat flat punct punct punct conj flat:foreign punct parataxis flat punct punct conj flat punct conj flat punct conj flat punct conj flat punct conj flat:foreign punct conj flat punct parataxis flat punct punct conj flat punct parataxis punct punct
267251	3015	Sdeprel	root punct parataxis flat punct conj flat _ _ _ _ punct conj flat punct conj flat punct conj flat _ _ _ punct conj flat punct conj flat punct conj flat punct conj flat _ _ _ punct conj flat punct conj flat punct conj flat punct conj flat:foreign _ _ _ punct conj flat:foreign punct conj flat:foreign punct conj flat:foreign punct conj flat:foreign punct conj flat:foreign _ _ _ _ _ _ punct conj flat:foreign _ _ _ _ punct conj flat:foreign punct conj flat:foreign punct conj flat:foreign punct conj flat punct conj flat:foreign punct conj flat _ _ _ _ punct conj flat _ _ _ punct
			
462264	1325	O	Trondheimi Rosenborg ( Norra ) -FC Porto ( Portugal ) 2 : 0 .
462264	1325	S	Trondheimi Rosenborg - FC Porto 2 : 0 .
462264	1325	Odeprel	nmod root punct appos punct punct appos flat punct parataxis punct nummod punct flat
462264	1325	Sdeprel	nmod root _ _ _ punct appos flat _ _ _ flat punct flat
			
4084	9924	O	Maskuliinset soomarkerit -s , -  š  ( -sh ) sisaldavad ins- , ings- , inš- , insh-lõpulised ( s.o 15% ) ja feminiinset soomarkerit -a sisaldavad  ina  - , õna- , inja- , õnja-lõpulised nimed moodustavad 31% lätitaustalistest in-nimedest .
4084	9924	S	Maskuliinset soomarkerit -s , - š sisaldavad ins- , ings- , inš- , insh-lõpulised ja feminiinset soomarkerit - a sisaldavad ina - , õna- , inja- , õnja-lõpulised nimed moodustavad 31% lätitaustalistest in-nimedest .
4084	9924	Odeprel	nmod obl punct punct appos punct punct parataxis punct root nsubj punct conj punct conj punct conj punct nmod parataxis punct cc amod conj punct obl acl appos punct punct conj punct conj punct amod conj conj nummod amod obl punct
4084	9924	Sdeprel	nmod root punct punct nsubj _ _ _ _ parataxis nmod punct conj punct conj punct conj _ _ _ _ cc conj obj punct obl acl appos punct punct conj punct conj punct amod conj conj nummod amod obl punct
			
640548	664325	O	Hinna poolest kvalifitseerub ka näiteks Casio exilim ex-z3 , Eestist saada aga tõenäoliselt ( veel ) ei ole :
640548	664325	S	Hinna poolest kvalifitseerub ka näiteks Casio exilim ex-z3 , Eestist saada aga tõenäoliselt ei ole :
640548	664325	Odeprel	obl case root advmod xcomp nmod amod nsubj punct obl conj cc advmod punct parataxis punct aux aux punct
640548	664325	Sdeprel	obl case root advmod xcomp nmod amod nsubj punct obl csubj cc advmod _ _ _ aux conj punct
			
598779	121	O	82 : 64 ( 41 : 26 ) võidu järel on BC Tallinn vaid ühe mängu kaugusel teisest meistritiitlist kolme aasta jooksul .
598779	121	S	82 : 64 võidu järel on BC Tallinn vaid ühe mängu kaugusel teisest meistritiitlist kolme aasta jooksul .
598779	121	Odeprel	nummod punct conj punct parataxis punct flat punct obl case cop nsubj:cop flat advmod nummod root case det nmod nummod nmod case punct
598779	121	Sdeprel	nummod punct nummod _ _ _ _ _ obl case cop nsubj:cop flat advmod nummod root case det nmod nummod nmod case punct
			
676582	639	O	A'la proteiin , kreatiin ja siis kas süsivesikud ( kakao on selleks sigahea ) ja vett kuskil 0,5l .
676582	639	S	A ' la proteiin , kreatiin ja siis kas süsivesikud ja vett kuskil 0,5l .
676582	639	Odeprel	parataxis punct conj flat:foreign punct conj cc cc advmod nsubj:cop punct nsubj:cop cop obl parataxis punct cc nsubj:cop advmod root punct
676582	639	Sdeprel	parataxis punct conj flat punct conj cc cc cc:preconj conj _ _ _ _ _ _ cc conj advmod root punct
			
635885	2340	O	( Naerab ) .
635885	2340	S	.
635885	2340	Odeprel	punct root punct punct
635885	2340	Sdeprel	_ _ _ root
			
637943	1989	O	Jessica Tandy ( 1909–1994 ) esines valgel ekraanil 50 aastat , tema Hollywoodi debüüt toimus 1944 thriller'is “ The Seventh Cross ” .
637943	1989	S	Jessica Tandy esines valgel ekraanil 50 aastat , tema Hollywoodi debüüt toimus 1944 thriller'is “ The Seventh Cross ” .
637943	1989	Odeprel	nsubj flat punct parataxis punct conj punct root amod obl nummod obl punct nmod nmod nsubj conj obl obl punct appos flat:foreign flat:foreign punct punct
637943	1989	Sdeprel	nsubj flat _ _ _ _ _ root amod obl nummod obl punct nmod nmod nsubj conj nummod obl punct appos flat:foreign flat:foreign punct punct
			
700724	1623	O	Lisaks käesoleva määrusega ettenähtud sätetele kohaldatakse ananassikonservidele tootmistoetuse andmisel määruse ( EMÜ ) nr 1599/84 artikleid 2 , 3 , 5 , 6 , 8-10 , artikli 11 lõiget 1 ning artikleid 12 , 13 ja 14.
700724	1623	S	Lisaks käesoleva määrusega ettenähtud sätetele kohaldatakse ananassikonservidele tootmistoetuse andmisel määruse nr 1599 / 84 artikleid 2 , 3 , 5 , 6 , 8 - 10 , artikli 11 lõiget 1 ning artikleid 12 , 13 ja 14.
700724	1623	Odeprel	obl acl obl acl nmod root obl nmod obl nmod punct appos punct nmod nummod punct conj obj nummod punct conj punct conj punct conj punct nmod nummod conj nummod cc conj nummod cc conj
700724	1623	Sdeprel	obl acl obl acl nmod root obl nmod obl obj _ _ _ nmod nummod punct conj obj nummod punct conj punct conj punct conj punct nmod nummod conj nummod cc conj nummod cc conj
			
157563	363	O	Pidevate allahindlustega harjunud tallinlane Annika ( 35 ) ütleb , et tegelikult pole suurt midagi alla hinnatud ning kõiksugu kauba kokkuostmine justkui odavuse pärast lööb igapäevase majandamise sassi .
157563	363	S	Pidevate allahindlustega harjunud tallinlane Annika ütleb , et tegelikult pole suurt midagi alla hinnatud ning kõiksugu kauba kokkuostmine justkui odavuse pärast lööb igapäevase majandamise sassi .
157563	363	Odeprel	amod obl advcl nsubj appos punct parataxis punct root punct mark advmod aux amod obj case ccomp cc advmod nmod nsubj mark obl case conj amod obj compound:prt punct
157563	363	Sdeprel	amod obl root nsubj appos _ _ _ conj punct mark advmod cop amod nsubj:cop case ccomp cc advmod nmod nsubj mark obl case conj amod obj compound:prt punct
			
700342	12095	O	A. Applicables aux viandes destinées à la fabrication des conserves visées à l'article 1  er  paragraphe 1 point a ) du règlement ( CEE ) n° 2182/77 .
700342	12095	S	A. Applicables aux viandes destinées à la fabrication des conserves visées à l ' article 1 er paragraphe 1 point a ) du règlement n ° 2182 / 77 .
700342	12095	Odeprel	nmod flat flat root appos flat flat flat flat nmod nmod flat flat flat flat flat flat flat flat flat punct flat flat punct parataxis punct flat flat nummod punct nummod
700342	12095	Sdeprel	nmod flat flat root appos flat flat flat flat nmod nmod flat flat flat flat flat flat flat flat flat punct flat flat _ _ _ flat flat flat punct nummod
			
72099	8959	O	Geri Halliwell-6 miljonit naela ( 150 mln krooni )
72099	8959	S	Geri Halliwell-6 miljonit naela
72099	8959	Odeprel	nsubj:cop compound nummod root punct nummod nmod parataxis punct
72099	8959	Sdeprel	root compound nummod nmod _ _ _ _ _
			
104168	769	O	Kuna korterelamute planeerimise ja realiseerumise ajavahe on harilikult 1-1,5 aastat ( planeeringute koostamine , vajalikud kooskõlastused , ehitustegevus jne. ) , pole kiirelt kasvanud nõudlusele suudetud õigeaegselt reageerida ning tekkinud on pakkumise defitsiit .
104168	769	S	Kuna korterelamute planeerimise ja realiseerumise ajavahe on harilikult 1 - 1,5 aastat , pole kiirelt kasvanud nõudlusele suudetud õigeaegselt reageerida ning tekkinud on pakkumise defitsiit .
104168	769	Odeprel	mark nmod nmod cc conj nsubj aux advmod nummod punct conj advcl punct nmod parataxis punct amod conj punct conj nmod punct punct punct aux advmod root obl conj advmod xcomp cc conj aux nmod nsubj punct
104168	769	Sdeprel	mark nmod nmod cc conj nsubj:cop cop advmod nummod punct conj advcl _ _ _ _ _ _ _ _ _ _ _ punct aux advmod root obl conj advmod xcomp cc conj aux nmod nsubj punct
			
371972	1003	O	Saame teada , et seadusi on igav lugeda , sest seal pole midagi huvitavat ( sellest peaks siis järelduma , et eriti austusväärne on igav töö ) .
371972	1003	S	Saame teada , et seadusi on igav lugeda , sest seal pole midagi huvitavat .
371972	1003	Odeprel	aux root punct mark obj cop ccomp csubj:cop punct mark advcl cop nsubj:cop acl punct obl aux advmod parataxis punct mark advmod ccomp cop amod nsubj:cop punct punct
371972	1003	Sdeprel	root xcomp punct mark obj cop ccomp csubj:cop punct mark advcl cop nsubj:cop acl _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
110781	2461	O	Deutsche Bank'i arvutuste järgi on Eesti majanduskasv viimasel viiel aastal ( 1996-2000 ) olnud keskmiselt 4,8 protsenti aastas , olles kümne Kesk- ja Ida-Euroopa riigi seas Poola ( 5,2 protsenti ) järel ja Läti ( 4,7 protsenti ) ees teisel kohal .
110781	2461	S	Deutsche Bank'i arvutuste järgi on Eesti majanduskasv viimasel viiel aastal olnud keskmiselt 4,8 protsenti aastas , olles kümne Kesk- ja Ida-Euroopa riigi seas Poola järel ja Läti ees teisel kohal .
110781	2461	Odeprel	nmod flat obl case cop nmod nsubj:cop amod nummod obl punct parataxis punct conj punct cop advmod nummod root nmod punct cop nummod nmod cc conj obl case nmod punct nummod parataxis punct case cc nmod punct nummod parataxis punct advmod amod conj punct
110781	2461	Sdeprel	nmod flat obl case cop nmod nsubj:cop amod nummod obl _ _ _ _ _ acl advmod nummod root nmod punct cop nummod nmod cc conj conj case nmod _ _ _ _ case cc obl _ _ _ _ case conj case punct
			
405238	628711	O	Aga tead , pole sugugi kindel , et see on Vana-Põltsamaa , kuhu mu vanaisa ja vanaema ( tegelikult ju õde ja vend , sest onu lapsendas selle turris olekuga poisi , kes enne Jutaga leeripildile minema soostumist veelombist läbi solgerdas , et õde ei hakkaks endast kes-teab-mis arvama , mees teeb , mis mees tahab , ja kolmeteistaastane poiss on jalad põhjalikult läbi leotanud : nii et on küll ülikond , aga jalad lirtsuvad , vaata fotot , kui tahad ! ) - jah , kuhu mu vanaisa ja vanaema aukartuseta lähevad-tulevad , kus nemad on .
405238	628711	S	Aga tead , pole sugugi kindel , et see on Vana-Põltsamaa , kuhu mu vanaisa ja vanaema - jah , kuhu mu vanaisa ja vanaema aukartuseta lähevad-tulevad , kus nemad on .
405238	628711	Odeprel	cc root punct cop advmod conj punct mark nsubj:cop cop csubj:cop punct mark nmod nsubj:cop cc conj punct advmod advmod parataxis cc conj punct mark nsubj acl det amod nmod obj punct nsubj case obl obl xcomp obj obl compound:prt acl:relcl punct mark nsubj aux conj obl obj xcomp punct nsubj conj punct obj nsubj ccomp punct cc amod nsubj aux obj advmod compound:prt conj punct advmod fixed parataxis advmod nsubj punct cc nsubj conj punct conj obj punct mark acl punct punct punct advmod punct mark nmod nsubj cc nmod conj advcl punct mark nsubj advcl punct
