lemma|form|verbifraas|margend|lause|lause_id
pallimäng|pallimängudelt|Küll jooksevad staadioni äärde pallimängudelt tantsu-tüdrukud|event|Küll jooksevad staadioni äärde pallimängudelt tuttavad tantsu-tüdrukud või meremehi püüd-ma kerglased naised .|4045004
tähetorn|tähetornist|astume tähetornist välja|loc_c|""" Ilus tähistaevas on külm reaalsus , millel meiega eriti tegemist pole , "" ütleb astronoom Ene Ergma , kui astume Tartu tähetornist välja ja satume Toomemäel jalutades otse sügistalviselt täherikka taevalaotuse alla ."|4093097
eesosa|eesosas|eesosas liigub pea|loc_c|Masina eesosas liigub pöörlev pea , all sahad nagu vanadel lumekoristusmasinatel .|4099400
esine|esiselt|Kobaras koos tõttasid nad esiselt Kakumäe poole|loc_a|Kobaras koos tõttasid nad Rocca al Mare suurhalli esiselt Kakumäe poole , esimestel kilomeetritel õhkus sammust särtsu ja olekust kuraasi .|4101664
labidas|labidale|Istusin otse labidale|loc_c|"Istusin otse soojadele sütele asetatud labidale ja suigatasin seniks , kuni tagumik kuumaks läks , "" lausus Tallinna üksik-päästekompanii noorsõdur ."|4125828
diagnostikakeskus|diagnostikakeskuses|pärast seda käis ta uuringutel diagnostikakeskuses|loc_c|76-aastasel Lennart Meril oli augustis ajuoperatsioon , pärast seda käis ta korralistel uuringutel Tallinna diagnostikakeskuses ja Mustamäe haiglas .|4147620
toomine|toomisel|rollis astus Kalkun aastatel üles toomisel|error|Spordikommentaatori rollis astus Kalkun nendel aastatel üles mitmete oluliste spordivõistluste toomisel TV3 vaatajani : näiteks kergejõustiku mitmevõistlejate Reval Hotels Cup , murdmaasuusatamise MK-etapp Ramsaus , talvine Jumping Gala , suvine Kadrioru kergejõustikuõhtu ja jäähoki MM-võistluste mängud .|4178587
Avinurme|Avinurmest|vaenlane Avinurmest edasi ei liiguks|loc_c|""" Homme lõunani peame veel kindlustama , et vaenlane Avinurmest edasi ei liiguks . """|4193799
läänetiib|läänetiivas|boss istus läänetiivas toas|loc_c|Valge Maja kõnekirjutajate meeskonna boss istus presidendimaja läänetiivas oma akendeta toas ( nahkhiirekoopas , nagu ta ise nimetas ) ja tunnistas , et veel mõne päeva jooksul võib president kõnes muudatusi teha küll .|4210329
Veiko|Veikole|Karin istub Veikole lähemal|owner|Karin istub Veikole lähemal kui Naima .|4256809
saksa-turnee|Saksa-turneel|Kursman käib ära Saksa-turneel|event|""" Kursman ( maadlejate peatreener ) käib ära Saksa-turneel ja kirjutab : "" Seal on iga sportlane pandud juhi režiimi alla ."|4286692
talihooaeg|Talihooajal|Talihooajal jooksis teravamalt Igor suvel|time|Talihooajal jooksis teravamalt Igor , suvel Oleg .|4307628
lahendamine|lahendamisel|Lebedi vahel käib lahendamisel võistlus|dependent|Analüütikud oletavad ka , et Lebedi ja Tshernomõrdini vahel käib Tshetsheenia konflikti lahendamisel võistlus , millest kumbki lootvat endale plusspunkte , juhul kui Jeltsiniga midagi juhtub ja uued valimised toimuvad ennetähtaegselt .|4356925
malm|malmist|sõnul käib nädalal ikka pakkujat lootusrikkalt malmist luukidega kohal|state|Ametlikku metallikokkuostu kanalisatsiooniluuke vastu ei võeta , kuigi Kuusakoski Kohtla-Järve juhi sõnul käib igal nädalal ikka paar pakkujat lootusrikkalt malmist luukidega kohal .|4368535
rattatool|rattatoolides|põnni istuvad rattatoolides üks|loc_c|Seetõttu polegi tänaval ootamatu vaatepilt , kui vanem kolme lapsega on end ära mahutanud ühele jalgrattale : kaks pisikest põnni istuvad rattatoolides - üks lenkstangist ees- ja teine tagapool - ning pakiraamil on kõige suuremale lapsele jäetud kõige ebahuvitavam koht , täiskasvanu seljatagune .|4379154
suusatreening|suusatreeningutel|Nooruspõlves käis suusatreeningutel abikaasa|event|Nooruspõlves käis suusatreeningutel Anti abikaasa Kaija .|4382945
Yle1|Yle1-st|sarjadest jookseb argihommikuti Yle1-st|loc_a|"Briti sarjadest jookseb argihommikuti Yle1-st "" Heartbeat "" , enam kui kümne aasta eest alanud draamasari , mis pajatab Aidensfieldi küla politseijaoskonna tegemistest 1960. aastatel ."|4430520
teraapiatuba|Teraapiatoas|Teraapiatoas istuvad inimesed vaguralt maalide ees|loc_c|Teraapiatoas istuvad inimesed vaguralt värviliste maalide ees ja ootavad imet .|4440899
tuledesära|tuledesäras|teine liigub tuledesäras|state|"Ning vahe on ka selles , et üks neist elab umbses provintsilinnas , teine liigub tuledesäras ja maailmalinnades , kus saab "" armastada avarust "" , hõõrdumise puudumist , jah , just seda "" ( Aino Kallas "" Suurlinnade udus ja säras "" ) ."|4469680
liitmine|liitmisele|astusid otsustavalt liitmisele|other|1992. aastal kuulutasid Vene miilitsad Smirnovi juhtimisel välja Dnestri-äärse vabariigi sõltumatuse ja astusid otsustavalt vastu Stalini-aegse vägivallaga Rumeeniast eraldatud Moldova liitmisele emamaaga .|4472382
kahepaat|kahepaati|Jaanson istuvad regatiks kahepaati|loc_c|""" Võimalik , et Jaanson ja Tasane istuvad selleks regatiks roolijaga kahepaati , "" avab Tults laiema avalikkuse eest varjul olnud kaardi ."|4477233
läänekülg|lääneküljest|praegu liigub praam lääneküljest mööda ringiga juhuks|loc_c|Ka praegu liigub praam Venemaale kuuluvast Suursaare lääneküljest mööda väikese ringiga , igaks juhuks .|4507299
Šanghai|Šanghais|Šanghais käis nimelt visiidil ametnik|loc_c|Šanghais käis nimelt visiidil kõige kõrgem Taiwani ametnik , kes kunagi Hiinas käinud .|4551016
klaveriklass|Klaveriklassis|Klaveriklassis käib töö programmi järgi|loc_c|Klaveriklassis käib töö laste muusikakooli programmi järgi .|4572993
reservõppekogunemine|reservõp-pekogunemistel|mullu käis reservõp-pekogunemistel kaitseliitlasi|event|Miks mullu käis reservõp-pekogunemistel nii vähe kaitseliitlasi ?|4588878
perelehekülg|Pereleheküljel|Pereleheküljel käime külas kodudes|loc_a|Pereleheküljel käime külas erinevates kodudes , anname nõu , kuidas last kasvatada ja arendada , teavitame põnevatest huvialaringidest ja kogu-pere-üritustest .|4589584
uusasum|uusasumitesse|sõnul on aastaga uusasumitesse lahkunud elanikust Viimsisse|loc_c|Tallinna linnaplaneerimisameti planeeringute osakonna juhataja Martti Preemi sõnul on 15 aastaga pealinnast uusasumitesse lahkunud 17 000 elanikust suurem osa läinud Viimsisse .|4602218
maailmaturnee|maailmaturneel|käis koos ansambliga maailmaturneel|event|Newsted osales kuue Metallica albumi koostamisel , mida on maailmas tänaseks müüdud üle 55 miljoni eksemplari , käis koos ansambliga mitmel maailmaturneel ja tegi kaasa kokku üle 1000 esinemise .|4637803
haavel|haavlitest|üks haavlitest liikus südamesse|other|CORPUS CHRISTI , 15. veebruar ( AP-EPLO ) - Advokaat , keda USA asepresident Dick Cheney nädalavahetusel kogemata jahikäigul tulistas , sai teisipäeval kerge infarkti , kuna üks teda tabanud haavlitest liikus südamesse .|4639978
suusakuurort|suusakuurordis|rongipõlengut käib suusakuurordis Kaprunis pidu muiste|loc_c|Paar kuud pärast 160 inimelu nõudnud rongipõlengut käib Austria suusakuurordis Kaprunis pidu nagu muiste .|4654032
Infortar|Infortari|Varem on Ühispangast omanikfirmasse Infortari liikunud sekretär|loc_a|Varem on Ühispangast Tallinki omanikfirmasse Infortari liikunud SEB juhatuse sekretär Kitty Nõvandi , SEB Balti IT-juht Tõnu Liik ja panga finantsdirektor Ülo Suurkask .|4670894
pommitaja|pommitajatele|Käisime pommitajatele varem peale|owner|""" Käisime vastase ohtlikele pommitajatele varem peale , sundisime neid kaugemalt viskama ."|4702084
Valerenga|Valerengas|Valerengas testimisel käinud|loc_a|""" Iga on juba selline , et kui platsile ei saa , siis tuleb suvel midagi ette võtta , "" ei välista Norra Stavangeri Vikingi huviorbiidis olnud ja Valerengas testimisel käinud kaitsja klubivahetust ."|4714292
vormeliraja|vormelirajal|Kas vormelirajal istub rooli|loc_c|Kas Rautatientorile ehitatud spetsiaalsel 730-meetrisel vormelirajal istub rooli Jarno Trulli , Ralf Schumacher , Ricardo Zonta või Olivier Panis , pole praegu veel teada .|4722912
Moldova|Moldovast|Moldovast olevat aasta jooksul lahkunud inimest haltuuratööl|loc_c|"Jätkuvat majanduskriisi põdevast Moldovast olevat kümne aasta jooksul lahkunud ligi miljon inimest , kusjuures suur osa nendestki võib olla "" haltuuratööl "" või suisa orjuses Vene suurlinnades ."|4749411
Barbara|Barbaras|laupäevaõhtul istub Barbaras inimesi on|loc_c|Ja üllatus-üllatus : sel laupäevaõhtul istub Barbaras vähem inimesi , kui on pillimehi ansamblis MTJ , kes mängib laval rahvalikke lugusid .|4768424
raadius|raadiuses|reostus liigub piirkonnas raadiuses|loc_a|Viimase kolme päeva jooksul Eesti ja Soome piirivalve koos-töös teostatud seirelendude tulemusel on võimalik järeldada , et reostus liigub piirkonnas umbes seitsme kuni kaheksa meremiili raadiuses .|4781077
matkariie|matkariietes|käid matkariietes|state|Riideski käid sa teistmoodi kui teised : kas särad liiga palju või käid matkariietes .|4792916
perenaine|perenaisel|lüpsis siis nüüd käib naabrinaine perenaisel abiks lüpsmas|owner|Kui enne lüpsis peremees masinaga tunniga oma loomad ära , siis nüüd käib naabrinaine Männiku perenaisel abiks käsitsi lüpsmas ning kahekesi kulub paar tundi .|4794620
Tatjana|Tatjanal|Koolitüdrukud käivad Tatjanal abiks kammimas|owner|Koolitüdrukud käivad Tatjanal abiks loomade lakka kammimas ja nende jalgealust kasimas .|4817849
Weinheimi|Weinheimis|Toomas jooksis Weinheimis meetrit ga|loc_c|Toomas Berendsen jooksis Weinheimis 100 meetrit 11,0 ga ja hüppas kaugust 7.14.|4834749
keskkonnafond|keskkonnafondile|keskkonnafondile käib andmine üle jõu|loc_a|Keskkonnaministeeriumi kiirguse ja õhu talituse juhataja Juhan Saar ütles , et keskkonnafondile käib Estelile raha andmine üle jõu .|4847049
võistluskarussell|võistluskarussellilt|lahkus kaotuse järel USAs võistluskarussellilt|loc_a|1993 : Rühkis Suure slämmi turniiridel Austraalias , Prantsusmaal ja Wimbledonis veerandfinaali , ent lahkus avaringi kaotuse järel USAs võistluskarussellilt .|4896148
Lada|Ladasse|jõudnud istusid röövlid koos ekskavaatorijuhiga Ladasse|loc_c|Linna piirest välja jõudnud , istusid röövlid koos ekskavaatorijuhiga Ladasse , sõidutasid ta Kolomenskoje metroojaama ja ajasid autost välja .|4906616
joogikontsern|Joogikontsernist|Joogikontsernist ASist lahkunud|loc_a|Joogikontsernist ASist Ösel lahkunud Olari Taal peab oma järgmiseks missiooniks aidata Eesti vanimal järjepidevalt tegutseval poliitilisel ühendusel Res Publical üles ehitada üleriigilist poliitilist organisatsiooni , kirjutab ÄP Online .|4921016
meelehärdus|meelehärduses|jookseb meelehärduses lapse juurest minema|state|Ema kartis , et jookseb meelehärduses lapse juurest liiga ruttu minema .|4938410
majutuskeskus|majutuskeskusse|Edasi liigub ta majutuskeskusse|loc_c|Edasi liigub ta majutuskeskusse , kus on garanteeritud tõlketeenistus , arstiabi , haridussüsteem ja juriidiline nõustamine .|5002011
šampoonitam|šampoonitamas|kes käib purskkaevusid šampoonitamas|error|Siis on kohe näha , kes käib purskkaevusid šampoonitamas .|5012629
inkasso|Inkassost|Julianuse Inkassost lahkunud|loc_a|1999. aastal asutas Kalev Kurg koos Julianuse Inkassost lahkunud Leedu päritolu Vladas Radvilaviciusega firma Total Inkasso .|5023486
infosüsteem|infosüsteemis|infosüsteemis liigub info koos patsiendiga|loc_a|""" Uues infosüsteemis liigub info koos patsiendiga - igas raviasutuses , kuhu patsient pöördub , on info teda juba ootamas , "" kirjeldas "" Tervishoiuprojekti 2015 "" IT-konsultant Henrik Aavik ."|5029184
raamatupidamisstandard|raamatupidamisstandarditele|Praegu käib arvutamine vastavalt raamatupidamisstandarditele|other|Praegu käib ettevõtte majandustulemuste arvutamine vastavalt Leedu raamatupidamisstandarditele , teatas firma infoteenistus .|5102384
liivasiil|liivasiili|kes endale liivasiili jalga astus|error|See kuri Pärnu ranna liiva sees mõjub sedavõrd ohtliku ja tundmatuna , et Kivõli naine , kes endale liivasiili jalga astus , nõudis kohe bioloogilist ekspertiisi , et ega teda lisaks tehtud valule ometi mõnda tundmatusse tõppe või viirusesse nakatatud ole .|5102839
vaenlane|vaenlasele|vaenlasele vastu astusid võitluses|owner|Ma ei pea siinkohal silmas mitte ainult rindemehi , kes 1944.aastal Eesti Vabariigi presidendi kohusetäitja Jüri Uluotsa üleskutsel relva haarasid ja vaenlasele vastu astusid , vaid ka lootusetus võitluses Eesti metsades langenud mehi ja naisi , vastupanuliikumises ühel või teisel perioodil osalejaid , koolinoorte salaorganisatsioonide liikmeid , Hirvepargis , Balti ketis ja 1991.aasta augustil barrikaadidel seisjaid , aga ka iga eesti meest ja naist , kes raskele survele vaatamata hoidis eesti keelt ja meelt ning andis järeltulevale põlvele edasi unistuse vabast ja iseseisvast Eestist .|5123416
Põhja-Afganistan|Põhja-Afganistanis|Põhja-Afganistanis käivad lahingud protesteerivad|loc_c|Põhja-Afganistanis käivad ägedad lahingud Talebani ja Põhjaalliansi vägede vahel , samas kui Pakistanis protesteerivad inimesed valitsuse USA-meelse poliitika vastu .|5147178
džihaad|džihaadist|Täna astusime džihaadist džihaadi mõeldes|event|"Selle arusaama rõhutamiseks ütles prohvet Muhamed sõjast naasvatele jüngritele "" Täna astusime väikesest džihaadist suurde džihaadi , "" mõeldes sellega sõjategevuse lõppu ja rahumeelse eneseparandamise ja enesekontrolli võitluse algust ."|5147365
esikülg|esikülgedelt|näopilt on läbi käinud esikülgedelt tootereklaami|loc_a|Noole näopilt on läbi käinud ootuspärase teekonna väljaannete esikülgedelt tootereklaami ja tagasi .|5150111
võidupäev|võidupäeval|kes lahkus võidupäeval pealinnast|time|Jeltsin on üle aastakümnete esimene Venemaa liider , kes lahkus võidupäeval pealinnast .|5160736
maakonnahaigla|maakonnahaiglasse|maakonnahaiglasse juhi kõrval istunud|loc_c|Rapla kiirabi viis Rapla maakonnahaiglasse juhi kõrval istunud alkoholijoobes Rene ( s. 1978 ) , kes pärast esmaabi osutamist lasti kodusele ravile .|5185368
käsitlus|käsitluses|krahv astub käsitluses kultuurispasmidega sammu kerkib|state|Toulouse'i tuikuv krahv astub Sweetmani käsitluses sajandilõpu peamiste kultuurispasmidega nii sünkroonset sammu , et rohkem kui üks kord kerkib küsimus : mis eristas teda meinstriimist ?|5193179
riigieelarve|riigieelarvele|väljamaksmine ei käi riigieelarvele kindlasti üle jõu suurenevad|owner|Sellisest hinnatõusust tulenev toimetulekutoetuse suurem väljamaksmine ei käi Eesti riigieelarvele kindlasti üle jõu , sest majanduse edenedes suurenevad ju ka eelarvelaekumised .|5208092
puukool|puukoolis|rootslased on puukoolis käinud küll|loc_a|Puukooli juhataja Alvar Peterson kinnitab , et rootslased on puukoolis käinud küll , uurinud ja kiitnud seda .|5223999
tantsuetendus|tantsuetendusel|tantsuetendusel astuvad pühapäeval Ugalas lavale balletiartistid|event|Rahvusvahelisele tantsupäevale pühendatud tantsuetendusel astuvad sel pühapäeval Ugalas lavale Eesti tuntumad balletiartistid , kirjutab Sakala .|5224621
skulptuuriring|skulptuuriringis|Istusin ajal hoopis palees skulptuuriringis|event|Istusin sel ajal hoopis Pioneeride palees Kalju Reiteli skulptuuriringis .|5251603
kopteriparras|kopteripardalt|Käisin korduvalt kopteripardalt vaatamas|loc_c|""" Käisin korduvalt kopteripardalt otse reaktoripütti vaatamas ."|5253268
abieluvoodi|abieluvoodil|ämm istub abieluvoodil|loc_c|( Mäletate seda peseupulbrireklaami , kus ämm istub noorpere abieluvoodil ja pärib minialt aru pere kulutuste kohta pesupulbrile ? )|5279317
takistamispüüe|takistamispüüetele|kõndis takistamispüüetele minema|other|Nii tuli ta 7. mai õhtul kauplusesse Kevad , kust võttis kaks pakki Marlboro sigarette ja kõndis müüjate takistamispüüetele vaatamata minema .|5288880
fanatism|fanatismist|inimesed käivad koos fanatismist|reason|SR-il pole korraldajat , inimesed käivad koos fanatismist .|5296719
Kaagvere|Kaagverest|käis päeva eest Kaagverest toomas|loc_c|Ettevõtlik tütarlaps ise on end juba kavaleri kodukandi kooli nimekirja sättinud ja käis paari päeva eest Kaagverest omi asju ära toomas .|5343266
juulis-august|Juulis-augustis|Juulis-augustis käib rästik sageli jahil nuumata|time|Juulis-augustis käib rästik sageli jahil , et nuumata end sügiseks ja talveks .|5415677
piletimüük|piletimüügis|Hinnanguliselt liigub piletimüügis sularaha üle krooni|event|Hinnanguliselt liigub piletimüügis sularaha üle 300 miljoni krooni aastas .|5416387
töötlemine|töötlemisel|mis käib töötlemisel konventsiooni kohta|reason|Samuti ootab teisipäeval allkirjastamist ratifitseerimiskiri , mis käib isikuandmete automatiseeritud töötlemisel isikukaitse konventsiooni kohta .|5448619
magaja|magajatel|magajatel käis laine aja vastu nina|owner|""" Aga vahel oli laev nädal aega viltu ja vööris magajatel käis laine kogu aja vastu nina . """|5567173
font|fondis|initsiatiivil käib fondis praegu inventuur|error|Lahi initsiatiivil käib fondis praegu ka jooksev inventuur .|5578161
narkosõltuvus|narkosõltuvuses|sõnul käis narkosõltuvuses turgutamas tekkisid|state|Politsei korrapidaja sõnul käis kiirabi narkosõltuvuses Raivot turgutamas , sest ilmselt tekkisid tal uuest uimastiannusest ilmajäämise tõttu krambid .|5623192
