collectionID	sentenceStart	changed	changes	original	short
373708	1659	0	{}	""" Minu meelest on need aktiivsed noored ja tahavad seal toimetada , "" ütles Reet Trašanov ."	""" Minu meelest on need aktiivsed noored ja tahavad toimetada , "" ütles Reet Trašanov ."
507246	714	1	"{""det_amod"": 1}"	Hõõguvad kivitükid süütasid põlema valitsuse residentsi , tolliameti , turuhoone ja palju teisi maju .	Hõõguvad kivitükid süütasid põlema valitsuse residentsi , tolliameti , turuhoone ja teisi maju .
441974	3131	0	{}	Sulev Sannik lisas , et praegu on transpordikeskus pikendanud eelmise aasta liinide haldamise lepingu Liikoriga samas mahus jaanuari lõpuni .	Sulev Sannik lisas , et on transpordikeskus pikendanud eelmise aasta liinide haldamise lepingu Liikoriga samas mahus jaanuari lõpuni .
676793	1057733	1	"{""nmod_obj"": 1}"	Meie ettepanek on , et vähendaksime oma majadesse tehtavaid investeeringuid kümmekonna protsendi võrra ja jagaksime vähemalt selle raha regionaalinvesteeringuteks .	Meie ettepanek on , et vähendaksime oma majadesse tehtavaid investeeringuid kümmekonna protsendi võrra ja jagaksime selle raha regionaalinvesteeringuteks .
525153	3327	0	{}	Sadamateatri lavastuse lastel kaasamängiv psühholoog aga puudub ja nii peavad nad ise hakkama saama .	Sadamateatri lavastuse lastel kaasamängiv psühholoog aga puudub ja peavad nad hakkama saama .
580798	1994	0	{}	Tunnen hoopis heameelt , et saan trennides ja laagrites noorematele endiselt nõu ja jõuga abiks olla , » näeb Reim endal rolli .	Tunnen heameelt , et saan trennides ja laagrites noorematele nõu ja jõuga abiks olla , » näeb Reim endal rolli .
705069	23559	0	{}	Maksuamet: peab veel kätekõverdusi tegema	Maksuamet : peab kätekõverdusi tegema
664244	4036	1	"{""conj_xcomp"": 1}"	Kui te mind ei usu siis palun :	Kui te mind ei usu palun :
611826	2202	1	"{""nmod_obl"": 1}"	Jet Steps break'i grupi neiud on pärast esinemist austajatega silmanähtavalt hädas .	Jet Steps break'i grupi neiud on pärast esinemist austajatega hädas .
636613	191909	0	{}	> > news wrote: > >> Kas selline kooslus on olemas?	> > news wrote : > > > selline kooslus on olemas ?
379379	67178	0	{}	Seaduses kindlaks määratud juhtudel kohaldatakse ka õigusele asja kohta sätestatut .	Seaduses kindlaks määratud juhtudel kohaldatakse õigusele asja kohta sätestatut .
623288	2877	1	"{""acl_advcl"": 1}"	Küsimusele , kas riik on suhkrutrahvis süüdi , ei saa vastata , et riik pole üldse süüdi .	Küsimusele , riik on suhkrutrahvis süüdi , ei saa vastata , et riik pole süüdi .
197206	836	1	"{""ccomp_conj"": 1, ""advcl_conj"": 1}"	""" Inimesed vaatavad ikka , kas president käitus sõltumatul moel , kas ta mitte ei ilmutanud suurte liikmesriikide survele allumise märke , "" ütles Reutersile uurimisasutuse Euroopa Poliitikakeskus juht John Palmer ."	""" Inimesed vaatavad , president käitus sõltumatul moel , ta ei ilmutanud suurte liikmesriikide survele allumise märke , "" ütles Reutersile uurimisasutuse Euroopa Poliitikakeskus juht John Palmer ."
378882	157210	1	"{""conj_vocative"": 1}"	""" Mine kohe sisse ja sulge uks . """	""" Mine sisse ja sulge uks . """
379180	674	0	{}	Tehniline pool läheb aina keerulisemaks .	Tehniline pool läheb keerulisemaks .
376246	412931	1	"{""conj_amod"": 1, ""nsubj:cop_conj"": 1}"	Ma olen ilus nagu mu onu ja tema on ilus nagu mu ema .	Ma olen ilus mu onu ja tema on ilus mu ema .
703622	205512	0	{}	Kas riigisaladust levitatakse Internetis , posti teel , ajalehes või lendlehtedega , sellel ei ole tähtsust .	Riigisaladust levitatakse Internetis , posti teel , ajalehes või lendlehtedega , sellel ei ole tähtsust .
53011	1184	0	{}	On ju selge , et umbusaldus kukub läbi .	On selge , et umbusaldus kukub läbi .
14373	11182	1	"{""obl_obj"": 1, ""case_compound:prt"": 1}"	Selleks oleme ka mitu kooli ümber ehitanud .	Selleks oleme mitu kooli ümber ehitanud .
494216	3042	1	"{""acl_xcomp"": 1}"	Esialgu püsib siiski oht , et naise organism ei tunnista siiratud nägu omaks .	Püsib oht , et naise organism ei tunnista siiratud nägu omaks .
690785	1357	0	{}	“ 180 000 krooni maksva korteri ostmiseks peab kuupalk olema 6000 krooni ja omalt poolt olgu veel 60 000 krooni sissemaksuks .	“ 180 000 krooni maksva korteri ostmiseks peab kuupalk olema 6000 krooni ja omalt poolt olgu 60 000 krooni sissemaksuks .
383840	485	1	"{""aux_cop"": 1, ""obj_nsubj:cop"": 1}"	Samuti ei ole komisjonide liikmeteks arvatud ühtegi Reformierakonna ega Keskerakonna volinikku .	Ei ole komisjonide liikmeteks arvatud ühtegi Reformierakonna ega Keskerakonna volinikku .
54562	671	1	"{""advcl_conj"": 1}"	Kodakondsuseta Ljudmila on sattunud mitme varguse ohvriks , mistõttu tal pole kodu , dokumente ega isegi töökohta .	Kodakondsuseta Ljudmila on sattunud mitme varguse ohvriks , tal pole kodu , dokumente ega töökohta .
602189	761	1	"{""mark_advmod"": 1, ""advcl_nsubj"": 1}"	Rahvatarkus ütleb : kui miski näeb välja nagu s .. t , haiseb nagu s .. t ja jääb sisseastumisel talla külge nagu s .. t , siis see ongi s .. t.	Rahvatarkus ütleb : kui miski näeb välja nagu s .. t , haiseb s .. t ja jääb sisseastumisel talla külge nagu s .. t , siis see ongi s .. t .
597849	546	0	{}	Kuna Teitur kategooriliselt keeldus Tuleviku pakkumisest , pidi teine pool tegema järeleandmise , mis ka juhtus .	Kuna Teitur keeldus Tuleviku pakkumisest , pidi teine pool tegema järeleandmise , mis juhtus .
364243	105528	0	{}	Sortide teraühtlikkuse variatsioonikoefitsiendid näitasid , et suurema teraühtlikkusega sortidel oli see kvaliteedinäitaja enamasti stabiilsem kui väiksema teraühtlikkusega sortidel .	Sortide teraühtlikkuse variatsioonikoefitsiendid näitasid , et suurema teraühtlikkusega sortidel oli see kvaliteedinäitaja stabiilsem kui väiksema teraühtlikkusega sortidel .
433625	1149	0	{}	Saadetisi tuleb nii organiseeritult kui omaalgatuse korras .	Saadetisi tuleb .
480987	960	0	{}	Tallinna linnavalitsus kavatseb tõsiselt kätte võtta mitmed küsimused , millest haridusministeeriumis on küll aastaid räägitud , kuid mitte tegudeni jõutud .	Tallinna linnavalitsus kavatseb kätte võtta mitmed küsimused , millest haridusministeeriumis on aastaid räägitud , kuid tegudeni jõutud .
456605	2706	1	"{""acl_root"": 1, ""nsubj:cop_obj"": 1, ""cop_aux"": 1, ""root_obl"": 1}"	Nüüd oktoobri lõpus nähtud kollane liblikas on Mati Martini sõnul lapsuliblikas , kes koos kirju väikese koerliblikaga talve üle elab .	Oktoobri lõpus nähtud kollane liblikas on Mati Martini sõnul lapsuliblikas , kes koos kirju väikese koerliblikaga talve üle elab .
658030	10583	0	{}	See on mu elu üks suurimaid õnnestumisi , et sain sinna , kuhu tahtsin .	See on mu elu üks suurimaid õnnestumisi , et sain , kuhu tahtsin .
306569	12	1	"{""nsubj_nsubj:cop"": 2, ""aux_cop"": 1, ""cc_advmod"": 1}"	Justiitsministeerium teeb valitsusele ettepaneku muuta kiiresti kriminaalkoodeksi paragrahvi sõnastust , mida politsei , prokuratuur ja alama astme kohtud on ühtemoodi , riigikohus aga teistmoodi tõlgendanud .	Justiitsministeerium teeb valitsusele ettepaneku muuta kriminaalkoodeksi paragrahvi sõnastust , mida politsei , prokuratuur ja alama astme kohtud on , riigikohus aga tõlgendanud .
350139	2547	1	"{""nsubj_obj"": 1}"	Kui laps on vaja kuhugi korraks jätta , soovitas Karing Komandandi hoovi .	Kui laps on vaja jätta , soovitas Karing Komandandi hoovi .
705172	426	0	{}	User76798: mul siin tegelt kiiresti raha vaja saada	User76798 : mul tegelt raha vaja saada
388050	98572	0	{}	Neid , kes eksami hästi sooritasid , ootas ees väga kõrge ja töörohke amet , mille eest tasuti heldelt .	Neid , kes eksami sooritasid , ootas ees kõrge ja töörohke amet , mille eest tasuti .
519647	4079	0	{}	Wris Tours müüb järelmaksuga reise ka koostöös Hansaliisinguga .	Wris Tours müüb järelmaksuga reise koostöös Hansaliisinguga .
159813	707	0	{}	Piletipunkti andmetel on 15. ja 16. detsembri õhtul Saku suurhallis toimuvatele show'dele 800- ja 600-kroonised piletid ära müüdud , saadaval on veel 400- ja 500- krooniseid pileteid .	Piletipunkti andmetel on 15. ja 16. detsembri õhtul Saku suurhallis toimuvatele show ' dele 800 - ja 600-kroonised piletid ära müüdud , saadaval on 400 - ja 500 - krooniseid pileteid .
393553	4563	0	{}	Mitte et prügimäed nii suured oleks , aga majad on nii väikesed .	Prügimäed suured oleks , aga majad on väikesed .
705262	134855	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1}"	kino: no tark ma pole jah aga ma mängin noh :P	Kino : no tark ma pole aga ma mängin :P
550267	820	1	"{""obl_conj"": 1}"	Võttes aluseks näite , kus mullu augustis võttis inimene eluasemelaenu Euribori baasil , mis hetkel oli 3,1% ning millele lisandus panga oma baasintress ja riskipreemia kokku 7,5 protsenti , tuli kogu laenu intressiks kokku 10,6 protsenti .	Võttes aluseks näite , kus augustis võttis inimene eluasemelaenu Euribori baasil , mis hetkel oli 3,1% ning millele lisandus panga oma baasintress ja riskipreemia 7,5 protsenti , tuli kogu laenu intressiks 10,6 protsenti .
316978	1933	1	"{""aux_cop"": 1, ""aux_root"": 1, ""root_csubj:cop"": 1, ""nsubj_obj"": 1}"	11. märtsil oleksid sama hästi võinud hukkuda pariislased , berliinlased või Londoni elanikud .	11. märtsil oleksid võinud hukkuda pariislased , berliinlased või Londoni elanikud .
475102	1020	0	{}	Vaatab kõigepealt surmakuulutusi ja lappab siis kiiresti läbi .	Vaatab surmakuulutusi ja lappab läbi .
44	905	0	{}	Ka rahast on Jana Mae intervjuus juttu .	Rahast on Jana Mae intervjuus juttu .
682851	307	0	{}	Sealt paistis valgust .	Paistis valgust .
705231	24609	1	"{""root_parataxis"": 1, ""parataxis_root"": 1}"	marco: ma pole kellegi peale pahane ju	Marco : ma pole kellegi peale pahane
428570	972	0	{}	Seda enam , et viimase aastaga on Eesti ja OSCE vahekord muutunud järjest usalduslikumaks .	Seda enam , et viimase aastaga on Eesti ja OSCE vahekord muutunud usalduslikumaks .
64114	13	0	{}	Soome president Tarja Halonen ja ta elukaaslane Pentti Arajärvi saabusid eile esimesele riigivisiidile Rootsi , kus neid võttis lennuväljal vastu printsess Lilian .	Soome president Tarja Halonen ja ta elukaaslane Pentti Arajärvi saabusid esimesele riigivisiidile Rootsi , kus neid võttis lennuväljal vastu printsess Lilian .
8804	1795	0	{}	Teisiti öeldes ei tule otsida ausaid ametnikke , vaid ümber kujundada süsteemid , kus ametnikel on kalduvus ebaausaks muutuda .	Öeldes ei tule otsida ausaid ametnikke , ümber kujundada süsteemid , kus ametnikel on kalduvus ebaausaks muutuda .
668687	1260837	0	{}	Selle küsimuse võiksid kindlasti algatada ka Riigikogu liikmed , kas või selleks , et teha valitsusele ülesanne kriisisituatsioon välja kuulutada .	Selle küsimuse võiksid algatada Riigikogu liikmed , või selleks , et teha valitsusele ülesanne kriisisituatsioon välja kuulutada .
496355	12152	0	{}	Need inimesed saabusid osaliselt Eesti tollaste juhtide kutsel ( muide , nii mõnigi neist töötab ka praegu edukalt Eesti riigiorganites ) .	Need inimesed saabusid Eesti tollaste juhtide kutsel ( , mõnigi neist töötab Eesti riigiorganites ) .
490033	542	0	{}	Kas pronkssõduri äraviimine kingiks meile provokatsioonidevaba 9. mai ?	Pronkssõduri äraviimine kingiks meile provokatsioonidevaba 9. mai ?
408416	1075	1	"{""nummod_det"": 1}"	Pilku tasub peal hoida hiljuti Sotshi Zemtshuzinast ostetud mängujuhil Giorgi Gogiashvilil ja Gruusia jalgpalli ühel tulevikulootusel , 17-aastasel ründajal Giorgi Imedadzel .	Pilku tasub peal hoida Sotshi Zemtshuzinast ostetud mängujuhil Giorgi Gogiashvilil ja Gruusia jalgpalli ühel tulevikulootusel , 17-aastasel ründajal Giorgi Imedadzel .
409686	363727	0	{}	"Ilves vastas häbelikult : "" Mu prillid läksid ühtelugu uduseks , ma pimedas ei näinud nii hästi ."	"Ilves vastas : "" Mu prillid läksid uduseks , ma pimedas ei näinud ."
705037	109425	0	{}	Kuid nagu me näeme , on see osutunud üsnagi keeruliseks .	Kuid me näeme , on see osutunud keeruliseks .
507431	2617	0	{}	Prantsuse ajakirjandus võttis presidendi esinemise suhtes taas skeptilise hinnangu .	Prantsuse ajakirjandus võttis presidendi esinemise suhtes skeptilise hinnangu .
144121	155	0	{}	Eelnõus näeb ette , et juhul , kui riigivappi kasutatakse kujundus- ja turvaelemendina , võib turvakaalutlustest ning kujundus- ja turvaelemendi eripärast lähtuvalt riigivapi kujutist stiliseerida .	Eelnõus näeb ette , et juhul , kui riigivappi kasutatakse kujundus- ja turvaelemendina , võib turvakaalutlustest ning kujundus- ja turvaelemendi eripärast riigivapi kujutist stiliseerida .
420836	5701	0	{}	Õieti poleks teda seal üldse vaja .	Poleks teda vaja .
673732	356276	0	{}	See tähendab , et ka täitevvõim ja seadusandlik võim peavad omavahel selle põhimõtte järgi toimima .	See tähendab , et täitevvõim ja seadusandlik võim peavad selle põhimõtte järgi toimima .
446673	1523	0	{}	Estonia õnnetus avas valusalt kindlasti meie kaks silma .	Estonia õnnetus avas meie kaks silma .
379191	321	0	{}	Kuid see on ainult üks , väiksem osa fondidest .	Kuid see on üks , väiksem osa fondidest .
479038	5014	0	{}	Sai tellida ka ajakirja Time raamitud kaanepildi , millelt ise vastu vaatad , see oli juba kallim lõbu .	Sai tellida ajakirja Time raamitud kaanepildi , millelt ise vastu vaatad , see oli kallim lõbu .
132634	1693	0	{}	Esmakordselt peetakse MM kahes riigis , vutimaailma vägevaid võõrustavad Jaapan ja Lõuna- Korea .	Peetakse MM kahes riigis , vutimaailma vägevaid võõrustavad Jaapan ja Lõuna- Korea .
705118	202219	0	{}	modegirl: esta niikuinii on syydi selles	Modegirl : esta on syydi selles
473727	442	0	{}	Aseprefekt Raimond Trass luges tikripõõsaste vahel seadused ette ja sõnad peale : elulooma tast enam ei ole , politseiseaduse järgi on meil õigus , aga püstoliga ei kuku hästi välja .	Aseprefekt Raimond Trass luges tikripõõsaste vahel seadused ette ja sõnad peale : elulooma tast ei ole , politseiseaduse järgi on meil õigus , aga püstoliga ei kuku välja .
493734	3195	0	{}	Leemets lausus , et linnavalitsus võib täna vastu võtta otsuse eraldada raha , tellimaks Tallinna Liikumispuudega Inimeste Ühingult töö , millised on puuetega inimeste liikumisvõimalused kesklinnas ja mida saaks seal parandada .	Leemets lausus , et linnavalitsus võib vastu võtta otsuse eraldada raha , tellimaks Tallinna Liikumispuudega Inimeste Ühingult töö , millised on puuetega inimeste liikumisvõimalused kesklinnas ja mida saaks parandada .
705095	33228	1	"{""root_parataxis"": 1, ""parataxis_root"": 1}"	andra: mäs teil siin toimub ?	Andra : mäs teil toimub ?
408366	3536	1	"{""amod_det"": 1, ""acl_advcl"": 1}"	“ Praegu kehtiv leping oli tehtud Sõnajalgade poolt hoopis teises turuolukorras , mil allkirjastajad lootsid , et telereklaamiturg kerkib nagu pärmitaigen . ”	“ kehtiv leping oli tehtud Sõnajalgade poolt teises turuolukorras , mil allkirjastajad lootsid , et telereklaamiturg kerkib nagu pärmitaigen . ”
319203	1051	1	"{""nmod_obj"": 1, ""conj_acl"": 1, ""nsubj_obj"": 1}"	Jeltsin nuttis avalikult oma ema matustel ja pühendas talle oma 1994. aastal ilmunud memuaarid , kuid seni ei osatud arvata , et ema kaotus teda nii tugevasti mõjutas .	Jeltsin nuttis oma ema matustel ja pühendas talle oma 1994. aastal ilmunud memuaarid , kuid ei osatud arvata , et ema kaotus teda mõjutas .
25814	9620	0	{}	Sealsed ilmastikutingimused on veidi sarnased , kuid suurim erinevus seisneb selles , et Interlagose ringrajal sõidetakse vastupäeva .	Sealsed ilmastikutingimused on sarnased , kuid suurim erinevus seisneb selles , et Interlagose ringrajal sõidetakse vastupäeva .
224690	14	1	"{""nsubj:cop_nmod"": 1}"	Hansatee ühe omaniku Inreko Laeva peadirektori Enn Rohula hinnangul on Hansatee sisuliselt pankrotis ja selle päästmiseks peab operaatorfirma uus juht Enn Pant leidma vähemalt saja miljoni krooni ulatuses lisainvesteeringuid .	Hansatee ühe omaniku Inreko Laeva peadirektori Enn Rohula hinnangul on Hansatee pankrotis ja selle päästmiseks peab operaatorfirma uus juht Enn Pant leidma saja miljoni krooni ulatuses lisainvesteeringuid .
692114	989	1	"{""nsubj:cop_nmod"": 1}"	siga ka müügis ?	Siga müügis ?
1902	1510	1	"{""acl:relcl_acl"": 1, ""csubj_acl:relcl"": 1}"	Isegi  fifty-fifty  reegel , milles möödunud talvel kokku lepiti , eeldaks oponentide arvates ameeriklastelt praegusest kümnekordselt suurema summa kasseerimist .	Fifty-fifty reegel , milles möödunud talvel kokku lepiti , eeldaks oponentide arvates ameeriklastelt praegusest suurema summa kasseerimist .
544680	3484	1	"{""nmod_conj"": 1}"	Olgu selleks siis Shmidti ohvitseriks saamine kindrali koera söötmise eest , kartsasistumine kartsas istumiseta , loodusandide korjamine kõrgetele ohvitseridele , soomusmasina , peaaegu tankiga leedu litsidele külla sõitmine - kõik see tekitab tunde , et elu argipäev on kusagil kaugel ja sul on võimalus sellest kaugest , imelikust ja omamoodi ilusast elust osa võtta .	Olgu selleks Shmidti ohvitseriks saamine kindrali koera söötmise eest , kartsasistumine kartsas istumiseta , loodusandide korjamine kõrgetele ohvitseridele , soomusmasina , tankiga leedu litsidele külla sõitmine - kõik see tekitab tunde , et elu argipäev on kaugel ja sul on võimalus sellest kaugest , imelikust ja ilusast elust osa võtta .
705047	162203	1	"{""obl_nmod"": 1}"	Kui ma õigesti mäletan , käsitles tema eelnõu põllumajandussaaduste tootjate vabastamist 1994. aasta tulult võetavast maksust .	Kui ma mäletan , käsitles tema eelnõu põllumajandussaaduste tootjate vabastamist 1994. aasta tulult võetavast maksust .
