COLLECTION	SPANSTART	TYPE	TEXT
640702	12204	O	( 3 ) Käesoleva paragrahvi lõikes 1 nimetatud alustel võib töötajale kokku maksta kuni kolm töötaja keskmist kuupalka , kuid mitte rohkem kui kolm Vabariigi Valitsuse poolt kehtestatud korra alusel arvutatud Eesti keskmist kuupalka .
640702	12204	S	( 3 ) Käesoleva paragrahvi lõikes 1 nimetatud alustel võib töötajale kokku maksta kuni kolm töötaja keskmist kuupalka , kuid kehtestatud korra alusel arvutatud Eesti keskmist kuupalka .
			
389452	0	O	PARIIS , 25. september ( Reuters-EPLO ) - Prantsusmaad augustis laastanud kuumalaine võttis umbes 15 000 inimelu , seda on rohkem kui varem arvati .
389452	0	S	PARIIS , 25. september ( Reuters-EPLO ) - Prantsusmaad augustis laastanud kuumalaine võttis 15 000 inimelu , seda on rohkem kui arvati .
			
363740	32263	O	milles toetutakse vastavate tuumoskuste määratlemisel , klassifitseerimisel ja kirjeldamisel Euroopa Liidu rohkem kui 15 aastat kestnud uurimuste tulemustele .
363740	32263	S	Milles toetutakse vastavate tuumoskuste määratlemisel , klassifitseerimisel ja kirjeldamisel 15 aastat kestnud uurimuste tulemustele .
			
433712	313	O	Samas on vähem kui kuu aega jäänud Viini tippkohtumiseni , mis peaks tõstma põhjadimensiooni Euroopa Liidu ametlikuks poliitikaks .
433712	313	S	On kui kuu aega jäänud Viini tippkohtumiseni , mis peaks tõstma põhjadimensiooni Euroopa Liidu ametlikuks poliitikaks .
			
282589	545	O	Tema sõnul on võimalik , et dokumentide võltsimisega oli seotud mitu linnavalitsuse töötajat ning kriminaalsüüdistus esitatakse rohkem kui ühele inimesele .
282589	545	S	Tema sõnul on võimalik , et dokumentide võltsimisega oli seotud mitu linnavalitsuse töötajat ning kriminaalsüüdistus esitatakse .
			
356057	1231	O	Poola päritolu paavst , kes tegi vabaduse ning Nõukogude impeeriumi lagunemise nimel ilmselt rohkem kui keegi teine , andis oma viimase panuse mitte üksnes oma suremisviisiga , vaid ka oma surma ajaga ning sellega , mida ta surivoodis lamades tegi .
356057	1231	S	Poola päritolu paavst , kes tegi vabaduse ning Nõukogude impeeriumi lagunemise nimel , andis oma viimase panuse oma suremisviisiga , vaid oma surma ajaga ning sellega , mida ta surivoodis lamades tegi .
			
697062	511	O	ma ohkan ka oma paraja portsu 2ra ... s6ltub puhtalt p2evast tegelt , vahest ohkan rohkem kui tavaliselt ...
697062	511	S	Ma ohkan oma paraja portsu 2ra ... s6ltub p2evast tegelt , ohkan ...
			
228231	26	O	Starmani fikstelefoniteenuse klientide hulk on veidi vähem kui kaheaastase tegutsemisaja jooksul jõudnud 30 000-ni , ettevõte hindab enda turuosaks oma levialas 22 protsenti .
228231	26	S	Starmani fikstelefoniteenuse klientide hulk on kui kaheaastase tegutsemisaja jooksul jõudnud 30 000-ni , ettevõte hindab enda turuosaks oma levialas 22 protsenti .
			
150582	3767	O	""" Me leiame kahepoolse kohustuse enamsoodustusretiimiks Eesti-Vene kaubavahetuses , vabatsooni Tallinna Sadamas , topelttollide keelamise , isegi keelu ühepoolselt rohkem kui üks jalg ( 30 cm ) Peipsi järve veetaset alandada , "" loetles Keskerakonna esimees aktuaalseid probleeme ."
150582	3767	S	""" Me leiame kahepoolse kohustuse enamsoodustusretiimiks Eesti-Vene kaubavahetuses , vabatsooni Tallinna Sadamas , topelttollide keelamise keelu üks jalg ( 30 cm ) Peipsi järve veetaset alandada , "" loetles Keskerakonna esimees aktuaalseid probleeme ."
			
233930	269	O	Seda on küll tunduvalt vähem kui 2004. aastal ( siis oli juhtusid 132 ) , kuid ligikaudu sama palju kui 2003. aastal ( 101 ) , näitavad tööinspektsiooni andmed .
233930	269	S	Seda on vähem kui 2004. aastal ( oli juhtusid 132 ) , kuid sama palju kui 2003. aastal ( 101 ) , näitavad tööinspektsiooni andmed .
			
217072	2378	O	Rahvas on üldse kokkuhoidlik - pool Kenya elanikest kulutab päevas elamiseks vähem kui 12 krooni .
217072	2378	S	Rahvas on kokkuhoidlik - pool Kenya elanikest kulutab päevas elamiseks .
			
665756	2317	O	( 3 ) Kui matusekorraldajaks on valla- või linnavalitsus , makstakse matusetoetust matuse korraldamise tegelike kulude suuruses , kuid mitte rohkem kui käesoleva paragrahvi lõike 1 alusel kehtestatud suuruses .
665756	2317	S	( 3 ) Kui matusekorraldajaks on valla- või linnavalitsus , makstakse matusetoetust matuse korraldamise tegelike kulude suuruses , kuid käesoleva paragrahvi lõike 1 alusel kehtestatud suuruses .
			
464915	1486	O	“ Kui 365 päeva aastas pead igal hommikul panema valge särgi selga ja lipsu ette , ei vihka sa 366. päeval midagi rohkem kui seda särki ja lipsu , ” lausub Margus .
464915	1486	S	“ Kui 365 päeva aastas pead igal hommikul panema valge särgi selga ja lipsu ette , ei vihka sa 366. päeval midagi kui seda särki ja lipsu , ” lausub Margus .
			
594291	223	O	Mullu sai Eestis elamisloa üle 1700 Venemaa päritolu inimese , mis on üle kahe korra rohkem kui 1999. aastal ning tänavu jätkub sama tendents veel kiiremini .
594291	223	S	Sai Eestis elamisloa üle 1700 Venemaa päritolu inimese , mis on üle kahe korra rohkem kui 1999. aastal ning jätkub sama tendents .
			
299470	7049	O	Järgneval viiel aastal tahab Tallinna Sadam investeerida 5,3 miljardit krooni ehk 2-3 korda rohkem kui varasematel aastatel .
299470	7049	S	Järgneval viiel aastal tahab Tallinna Sadam investeerida 5,3 miljardit krooni .
			
405236	86701	O	"Mõrvareid haletsetakse rohkem kui ohvreid , terroristidele otsitakse õigustusi , narkomaaniat ei püütagi pidurdada , homoseksuaalidest on saanud lausa oma aja kangelased """
405236	86701	S	"Mõrvareid haletsetakse , terroristidele otsitakse õigustusi , narkomaaniat ei püütagi pidurdada , homoseksuaalidest on saanud oma aja kangelased """
			
447341	3101	O	Rohkem kui mõned popajaloo igikuldsetest lauludest on pärit just sellest perioodist , väidab Marcus .
447341	3101	S	Mõned popajaloo igikuldsetest lauludest on pärit sellest perioodist , väidab Marcus .
			
33757	0	O	Rohkem kui pool soomlastest arvab , et liitumine NATO-ga ei suurenda Soome turvalisust ja vähem kui kolmandik arvab , et liikmeks astumine parandaks turvalisust , selgus arvamusküsitluse tulemustest , mille avaldas täna Soome ajaleht Kaleva .
33757	0	S	Kui pool soomlastest arvab , et liitumine NATO-ga ei suurenda Soome turvalisust ja kolmandik arvab , et liikmeks astumine parandaks turvalisust , selgus arvamusküsitluse tulemustest , mille avaldas Soome ajaleht Kaleva .
			
440220	3109	O	Mis seal imestada , kui Riigikogu korraliste valimisteni pole jäänud ju enam rohkem kui aasta ja veidi üle kolme kuu ...
440220	3109	S	Mis imestada , kui Riigikogu korraliste valimisteni pole jäänud ...
			
224610	135	O	Euroopa sotsiaalfondi toetatud projekt puudutab rohkem kui 200 inimese ümberõpet , kestab 20 kuud ja läheb maksma 9,8 miljonit krooni .
224610	135	S	Euroopa sotsiaalfondi toetatud projekt puudutab , kestab 20 kuud ja läheb maksma 9,8 miljonit krooni .
			
424391	7648	O	Seda kummalisem on näha vähem kui kümnele inimesele korda minevat vaidlust kohaliku meinstriim-pressi kultuurikülgedel laiutamas .
424391	7648	S	Seda kummalisem on näha korda minevat vaidlust kohaliku meinstriim-pressi kultuurikülgedel laiutamas .
			
617109	179	O	Pressiesindaja sõnul tunneb ebameeldiva ära vähem kui millimeetri suurune kiip , millega võib tuvastada näiteks ka hingeõhus leiduvaid alkoholiaure .
617109	179	S	Pressiesindaja sõnul tunneb ebameeldiva ära millimeetri suurune kiip , millega võib tuvastada hingeõhus leiduvaid alkoholiaure .
			
112240	1045	O	"Arreteeritud on ligi tuhat al Qaeda liiget rohkem kui kuuekümnes riigis . """
112240	1045	S	"Arreteeritud on tuhat al Qaeda liiget rohkem kui kuuekümnes riigis . """
			
197664	590	O	""" Halbadel aegadel pidime koristama konteinerite ümbrust iga teine päev ja vedasime ühe korraga ära rohkem kui kuupmeetri prahti . """
197664	590	S	""" Halbadel aegadel pidime koristama konteinerite ümbrust iga teine päev ja vedasime ühe korraga ära . """
			
401975	3629	O	Isegi kõige labasemas Moskva kesklinna pitsabaaris tuleb ühe söömakorra eest tasuda vähemalt kaks korda rohkem kui McDonald'sis .
401975	3629	S	Labasemas Moskva kesklinna pitsabaaris tuleb ühe söömakorra eest tasuda .
			
109903	2096	O	""" Kui katsetele tuleb tõepoolest 400 lauljat , teeb see saate konkursiks Eestis rohkem kui 25 inimest kohale ."
109903	2096	S	""" Kui katsetele tuleb 400 lauljat , teeb see saate konkursiks Eestis kohale ."
			
400982	219724	O	Filosoofide paarile , Spinozale ja Leibnizile , vendadele Wittidele ning Mehele ja Naisele on vastandatud kord sõdurid , kord kohtunikud , kord verd ihkav rahvas , kuid alati on neid teisi rohkem kui esimesi .
400982	219724	S	Filosoofide paarile , Spinozale ja Leibnizile , vendadele Wittidele ning Mehele ja Naisele on vastandatud sõdurid , kord kohtunikud , kord verd ihkav rahvas , kuid on neid teisi rohkem kui esimesi .
			
544247	2700	O	Lipuvabriku kõrval on Eestis veel kümmekond ettevõtet , kes teevad riigilippe , mis poes maksavad 100 kuni veidi rohkem kui 200 krooni .
544247	2700	S	Lipuvabriku kõrval on Eestis kümmekond ettevõtet , kes teevad riigilippe , mis poes maksavad 100 kuni rohkem kui 200 krooni .
			
464647	538	O	Mullu paisus jooksevkonto defitsiit rohkem kui 10% sisemaisest kogutoodangust ja tänavune näitaja tõotab tulla kõrgem .
464647	538	S	Paisus jooksevkonto defitsiit 10% sisemaisest kogutoodangust ja tänavune näitaja tõotab tulla kõrgem .
			
617318	1406	O	Ent põhimõtteliselt võib GP 2 sarja , kuhu pääsemiseks peab sul olemas palju raha , ligi kaks korda rohkem kui F3 tasemel , vahele jätta .
617318	1406	S	Ent võib GP 2 sarja , kuhu pääsemiseks peab sul olemas raha , vahele jätta .
			
557359	2329	O	Rohkem kui vilemehed haavas Eestit aga 28 : 48 allajäämine lauavõitluses .
557359	2329	S	Kui vilemehed haavas Eestit 28 : 48 allajäämine lauavõitluses .
			
383220	4616	O	Hääl kähises rohkem kui tavaliselt ega kandnud , kõrgete nootide võtmisest Elton loobus .
383220	4616	S	Hääl kähises kandnud , kõrgete nootide võtmisest Elton loobus .
			
171169	1531	O	Mitte üheski uuringurühmas pole ELi toetajaid ja pigem toetajaid vähem kui selle vastaseid ja pigem vastaseid .
171169	1531	S	Üheski uuringurühmas pole ELi toetajaid ja toetajaid .
			
703309	1213	O	Oodata on üsna tavapärast või pehmepoolset märtsi , sajab veidi rohkem kui harilikult , nii lund , lörtsi kui ka vihma .
703309	1213	S	Oodata on tavapärast või pehmepoolset märtsi , sajab , nii lund , lörtsi kui vihma .
			
388050	205976	O	Rohkem kui tabajaid on aga möödaloopijaid , juhtun nägema , kuidas tiigivaht tuleb paadiga ning hakkab nii vesiroosist kui ka tiigi põhjast korjama münte .
388050	205976	S	, juhtun nägema , kuidas tiigivaht tuleb paadiga ning hakkab nii vesiroosist kui tiigi põhjast korjama münte .
			
396473	185	O	Näitus esitab rohkem kui 80 maali , assamblaa(ogonek)i , kollaa(ogonek)i , skulptuuri , joonistuse ja akvarelliga läbilõike kunstniku loomingust .
396473	185	S	Näitus esitab 80 maali , assamblaa ( ogonek ) i , kollaa ( ogonek ) i , skulptuuri , joonistuse ja akvarelliga läbilõike kunstniku loomingust .
			
522076	1417	O	Tõenäoliselt ei ole tuupijaid või igasuguse seltskonnaeluta noori eliitkoolides sugugi rohkem kui mujal .
522076	1417	S	Ei ole tuupijaid või igasuguse seltskonnaeluta noori eliitkoolides rohkem kui mujal .
			
181736	7949	O	"Aga selgus huvitav asjaolu , et hoopis rohkem kui õisikud , käänduvad päevalillel ülemised lehed . """
181736	7949	S	"Aga selgus huvitav asjaolu , et , käänduvad päevalillel ülemised lehed . """
			
244489	904	O	Analüütikute sõnul on praegu turul kohvi rohkem kui on nõudlust .
244489	904	S	Analüütikute sõnul on turul kohvi rohkem kui on nõudlust .
			
669115	4183	O	mul masinas 2 tükki vähem kui aasta jooksul otsad andnud st. ilma igasugu otsese põhjuseta - garantiis
669115	4183	S	Mul masinas
			
491904	2368	O	Nädalavahetusel esitas Krzaklewsi üleskutse leida parempoolsetele jõududele ühine kandidaat , pakkudes lisaks endale välja Lech Walesa , vähem kui aasta eest Solidaarsusest lahku löönud ja liikumise Poola Kokkulepe rajanud Jan Lopuszanski ning konservatiivse Poola Ülesehitamise Liikumise juhi Jan Olsziewski .
491904	2368	S	Nädalavahetusel esitas Krzaklewsi üleskutse leida parempoolsetele jõududele ühine kandidaat , pakkudes lisaks endale välja Lech Walesa , Solidaarsusest lahku löönud ja liikumise Poola Kokkulepe rajanud Jan Lopuszanski ning konservatiivse Poola Ülesehitamise Liikumise juhi Jan Olsziewski .
			
476411	468	O	Reede õhtuks maksis iga Tallinna panga aktsia umbes viis krooni vähem kui päev varem .
476411	468	S	Reede õhtuks maksis iga Tallinna panga aktsia viis krooni .
			
399341	3183	O	Usutavasti on Siemensi käes rohkem kui kümme protsenti BMW aktsiatest .
399341	3183	S	On Siemensi käes .
			
286678	1134	O	Rohkem kui kümne arvutiga firmad võtavad tööle IT-spetsialisti või -meeskonna .
286678	1134	S	Kümne arvutiga firmad võtavad tööle IT-spetsialisti või - meeskonna .
			
249285	0	O	Venemaal deklareeris 267 inimest oma möödunud aasta sissetulekuks rohkem kui kümme miljonit rubla ( ligi 6,3 miljonit Eesti krooni ) , teatas Venemaa maksuameti esindaja täna .
249285	0	S	Venemaal deklareeris 267 inimest oma möödunud aasta sissetulekuks , teatas Venemaa maksuameti esindaja .
			
460069	5967	O	Esimest korda viimase kümnendi jooksul näitavad küsitlused , et vähem kui pooled Ameerika keskkooliõpilased on olnud seksuaalvahekorras .
460069	5967	S	Esimest korda viimase kümnendi jooksul näitavad küsitlused , et pooled Ameerika keskkooliõpilased on olnud seksuaalvahekorras .
			
96686	2079	O	Ministeeriumidevaheline komisjon ning ametiühingute esindajad jõudsid läbirääkimistel 17. aprilliks tulemusteni , mille kohaselt eelmise valitsuse kavandatud riigipoolsed toetused koondatavatele raudteelastele oleksid rohkem kui poole võrra väiksemad .
96686	2079	S	Ministeeriumidevaheline komisjon ning ametiühingute esindajad jõudsid läbirääkimistel 17. aprilliks tulemusteni , mille kohaselt eelmise valitsuse kavandatud riigipoolsed toetused koondatavatele raudteelastele oleksid poole võrra väiksemad .
			
296200	1596	O	Reisi põhieesmärke oleme suutnud senini edukalt täita - suur hulk inimesi laias maailmas teab meie väikesest riigist tublisti rohkem kui varem ja usume , et kodumaal on paljude reisi jälgijateni jõudnud teadmine harrastusliku meresõidu võimalikusest ja vajalikkusest suurtel meredel .
296200	1596	S	Reisi põhieesmärke oleme suutnud täita - suur hulk inimesi laias maailmas teab meie väikesest riigist ja usume , et kodumaal on paljude reisi jälgijateni jõudnud teadmine harrastusliku meresõidu võimalikusest ja vajalikkusest suurtel meredel .
			
290224	548	O	Vangistatud ajakirjanike arv langes mullu 81ni ( 1999. aastal 87 ) , mis on vähem kui pool 1996. aasta rekordilisest 185 vangistatud ajakirjani-kust .
290224	548	S	Vangistatud ajakirjanike arv langes 81ni ( 1999. aastal 87 ) , mis on pool 1996. aasta rekordilisest 185 vangistatud ajakirjani-kust .
			
177701	670	O	Esiteks , kunagi rohkem kui miljon tonni loomaliha sisaldanud ülesostulaod on tühjad .
177701	670	S	, miljon tonni loomaliha sisaldanud ülesostulaod on tühjad .
			
680466	1276002	O	Põhiseaduskomisjon on Vabariigi Valitsuse esitatud eelnõu , mis esitati tegelikult juba rohkem kui pool aastat tagasi , arutanud mitmel korral ja on sellel arutelul saavutanud ka algatajatega kokkuleppe , et muuta eelnõu pealkirja selliseks , nagu ta teile just praegu ette kanti : märgukirjale ja selgitustaotlusele vastamise seadus .
680466	1276002	S	Põhiseaduskomisjon on Vabariigi Valitsuse esitatud eelnõu , mis esitati , arutanud mitmel korral ja on sellel arutelul saavutanud algatajatega kokkuleppe , et muuta eelnõu pealkirja selliseks , nagu ta teile ette kanti : märgukirjale ja selgitustaotlusele vastamise seadus .
			
632230	36062	O	b ) nad esindavad märkimisväärset osa kõnealuses piirkonnas või piirkondades toodetavatest ja/või müüdavatest ja/või töödeldavatest kalatoodetest ning kalatoodete töötlemisel saadud toodetest ning suudavad rohkem kui ühe piirkonna korral näidata igas piirkonnas iga kaetud tegevusala kohta minimaalset esindatuse taset ;
632230	36062	S	B ) nad esindavad märkimisväärset osa kõnealuses piirkonnas või piirkondades toodetavatest ja / või müüdavatest ja / või töödeldavatest kalatoodetest ning kalatoodete töötlemisel saadud toodetest ning suudavad näidata igas piirkonnas iga kaetud tegevusala kohta minimaalset esindatuse taset ;
			
85342	169	O	Aafrika , Kariibi mere piirkonna ja Vaikse ookeani riikide rühmitusse ( ACP ) kuulub väga erinevaid riike , alates vähem kui 2.000 elanikuga Niue saareriigist Vaikses ookeanis ja lõpetades Nigeeriaga , kus elab 127 miljonit inimest .
85342	169	S	Aafrika , Kariibi mere piirkonna ja Vaikse ookeani riikide rühmitusse ( ACP ) kuulub erinevaid riike , alates Niue saareriigist Vaikses ookeanis ja lõpetades Nigeeriaga , kus elab 127 miljonit inimest .
